Date,SPY,XLK,XLF,XLE,XLI,XLP,XLU,XLV,XLY,XLB,XLRE,XLC
2018-07-31,0.0370783979635827,0.020867495930687152,0.0510766375402405,0.015513680823701748,0.07391741010839481,0.03953344702770423,0.01600288142506523,0.06557370726891287,0.01807965751853846,0.02863692523520922,0.010414357740225144,-0.021615832187531492
2018-08-31,0.03183344154301726,0.06602927995219599,0.01372790311553862,-0.034712001296864914,0.00233799387487732,0.003942362822932477,0.012888957755208486,0.043267136930161376,0.05093861460484317,-0.007727760521692328,0.02420407893224885,0.014884605744326818
2018-09-30,0.005989172680778143,-0.00024835723482663496,-0.02219747272524064,0.02441246795052998,0.021710137374722382,0.0098651437146966,-0.006559489704150767,0.02957811464670579,0.005322996954459924,-0.017939723119894224,-0.026406331807951378,-0.0010301030736333816
2018-10-31,-0.06909282298110586,-0.08004363291176131,-0.04711325863421223,-0.11328591648054853,-0.10868751465424209,0.02002877175167117,0.019687078575661543,-0.06779664824297271,-0.10100121709620391,-0.09185685474414895,-0.01596552675413021,-0.060411916720725434
2018-11-30,0.018461009005170448,-0.019617397391085256,0.026276496742839495,-0.01568366157118506,0.03809126766803472,0.022727318714627742,0.03542435086627438,0.08085404776276928,0.024793960116212377,0.03802604206477245,0.054880320800581917,-0.022318125493353325
2018-12-31,-0.08805332518062003,-0.08372661288213001,-0.1115069641475368,-0.12433493945880203,-0.10663080445462036,-0.08922144907694096,-0.03988500108281079,-0.09353416179532792,-0.07953578970714448,-0.06890560630485398,-0.07342730269797482,-0.07996328814892684
2019-01-31,0.08001358629724864,0.06938946873451846,0.08896398439626241,0.11211491821591335,0.11427884216637652,0.05143338771307482,0.034733714327801035,0.048068314854348815,0.09860258614277528,0.05606533759968535,0.1074453678390026,0.1174751358838324
2019-02-28,0.03256438951469964,0.06912076936606426,0.022380692539352598,0.02303185618313952,0.06367613804684225,0.017767860832196947,0.04106386575556975,0.010845231055166105,0.013302564200368128,0.031857382553731384,0.01102525350214889,-0.004611140569311445
2019-03-31,0.017973901452073004,0.04764254941620094,-0.02576126724411887,0.02120109682730198,-0.011467886698287133,0.038293207746336044,0.027949122810766003,0.004777674470433757,0.03662645160076039,0.012573138989088406,0.049414702162845936,0.02029444819060444
2019-04-30,0.040947329564220425,0.06362428039044676,0.08988679466216132,-0.00012795086686712143,0.03969855151255164,0.02851506596491782,0.009293093055642299,-0.027119196232077925,0.05468707445939325,0.035122145877685584,-0.005286918045045441,0.07050662107950822
2019-05-31,-0.06387624909945377,-0.08662519624630738,-0.07176431314918053,-0.11106642413827783,-0.0764063548953311,-0.036402068930121434,-0.007840092590113756,-0.022188498933679135,-0.07610735251080236,-0.08181406472814101,0.012186333165588703,-0.059471039276938975
2019-06-30,0.06964243702672834,0.0893710185337524,0.06655257653546309,0.09408752519228392,0.07928015062226046,0.05223319701964235,0.03195481698887859,0.06596539973915005,0.0781098606245807,0.1156937877058537,0.016170463508275335,0.04776658242804177
2019-07-31,0.01509062576888387,0.03499495908312289,0.023587867325028933,-0.015888769217177745,0.005170588436187229,0.023423453825199614,-0.0013737783329209607,-0.016201061311350684,0.012556170065675776,-0.0026890559805919922,0.017429253118299126,0.03172286192797147
2019-08-31,-0.016684172254989083,-0.015358955913562844,-0.04709958349110188,-0.08325343132948027,-0.026486457101697614,0.021696639072635415,0.05089972325503633,-0.005927780434734742,-0.009174468520904977,-0.028291069217411757,0.048126786610108496,-0.024642905575672502
2019-09-30,0.019406089986592212,0.015702531982907608,0.04525929722920918,0.03933370835677241,0.03004239719343693,0.017556724967950688,0.04248146167660427,-0.001062389771236738,0.012523902220537897,0.03170105959241232,0.009940695678771316,0.002170655886710726
2019-10-31,0.022121510769490094,0.039003325150578805,0.025014160752097503,-0.020922162818808876,0.011334420288382052,-0.004257066183635305,-0.007563584484540087,0.05124835282730644,0.0012675241595208053,-0.0001790595354684843,-0.0002215342508776752,0.022199996686876666
2019-11-30,0.03616323458250448,0.05366892011746871,0.050465265492469324,0.016043831846883405,0.04494615413479419,0.013751280721840509,-0.018688126148556528,0.050037882275421275,0.013194450344517161,0.03183444625972687,-0.017317158684524325,0.03833493028447332
2019-12-31,0.029072140697537607,0.043118686868686806,0.026278253624160586,0.049968967129338626,-0.0020327210375726823,0.02408174807377428,0.03287208336479641,0.03050016638759323,0.02771395508746033,0.028562269537711682,0.011308659030515145,0.0225880020992133
2020-01-31,-0.00042692232702923327,0.03993087077272772,-0.02665808910799128,-0.10992140793981331,-0.004418125881890278,0.003160166224061678,0.06749912726887253,-0.026659326509857917,-0.0007261808598307828,-0.06172675819152029,0.014484368340986542,0.005259934637156016
2020-02-29,-0.07910852830493265,-0.07300052809121982,-0.11248285807190417,-0.15287501805848147,-0.09901641883519197,-0.08217225231593184,-0.09855769230769229,-0.06587280438906273,-0.07592879888952386,-0.08519650214257524,-0.062198667390004125,-0.05847320594866656
2020-03-31,-0.12485209693676325,-0.08577025699454155,-0.21028884101199885,-0.3436997291738785,-0.18625377859916048,-0.05529730400188093,-0.10000569800569792,-0.03888340166060067,-0.14905585353138173,-0.13996521432110764,-0.15108220998670963,-0.1259771254873029
2020-04-30,0.12696962109831422,0.13735421771934275,0.09451745317747662,0.30759922743385504,0.08812629510759629,0.06958834099874389,0.03340107671885639,0.1258813123077538,0.1888098091217023,0.1518482147647251,0.09420603857981558,0.13653566297125685
2020-05-31,0.0476289217120196,0.07176328391685338,0.02722016171761621,0.020020524745368418,0.05389776704165783,0.016639428960887548,0.04244660733467587,0.03291460270952329,0.06513517054635964,0.06881391628359079,0.02148071972866461,0.0743583135654613
2020-06-30,0.017757042377973375,0.0694963455371318,-0.005234287047045871,-0.01097980831860057,0.019746043345497233,-0.002256286786305295,-0.046724614513604434,-0.02448162289484168,0.030703121155959412,0.021798401261105216,0.012446692762721812,0.002425171924668623
2020-07-31,0.05886356848663321,0.056878371392061755,0.038505586466233144,-0.04808777871859993,0.04407790639730336,0.0692541389562209,0.07799296353533025,0.05463442276789321,0.07272090765876849,0.07117798018156996,0.0416274222187909,0.07566356591192158
2020-08-31,0.06980885787001823,0.11882083656366516,0.042834938304837644,-0.010513571278554124,0.084751359387234,0.045925227708856875,-0.02598177520207423,0.02577754245597519,0.09555278655452226,0.04357414632964152,-0.0002935029127940636,0.08826950294979041
2020-09-30,-0.037438417604517715,-0.0533484021052284,-0.034239275246469525,-0.14607264146231835,-0.0068085717286089364,-0.016722359412827736,0.010795978321926025,-0.021812898477303055,-0.01861091741193832,0.015086571541368166,-0.02119475928660819,-0.05902974504249292
2020-10-31,-0.024931762517636513,-0.05011546337850192,-0.00870378672920391,-0.04111912446860233,-0.014415825152409467,-0.028717989149448897,0.05053374305591851,-0.03608149704402197,-0.027331677704194424,-0.007229360616652691,-0.031724631050812024,-0.0033715014898922924
2020-11-30,0.10873136936589711,0.1139132508898757,0.16843734915133335,0.2800108263889418,0.16026610754568882,0.07467704322268509,0.007352385516408821,0.079361249602099,0.09998723386147335,0.12360314390354321,0.06878543624917088,0.10471907798192692
2020-12-31,0.0370790455960901,0.05539404221674982,0.06305991119580479,0.04480679026133583,0.010122739237347744,0.01644867283931184,0.006166130560953276,0.038010350236214574,0.0242623923247538,0.024839697810045802,0.014711436275327783,0.033515213284279755
2021-01-31,-0.010195356553406976,-0.008388803483499352,-0.01798518331792842,0.03741804914201019,-0.04270724467071896,-0.049830867953153835,-0.008759710785882668,0.013997719828444222,0.007711240785854168,-0.02418046436897947,0.0054732310817204866,-0.00888878867141707
2021-02-28,0.027827364723304715,0.0136221984386804,0.11604102863947352,0.22458764600340153,0.06891042516185486,-0.01232409569259496,-0.0609920985090453,-0.02115736402980406,-0.0053471927238200045,0.04119931385747155,0.01579658701896447,0.07011907957901253
2021-03-31,0.04540529975148688,0.01838466495345603,0.05851422364911274,0.02971605506131003,0.08992376041316352,0.08506696712103223,0.10552105048247395,0.040412420004740435,0.04458386715904239,0.07591638505195686,0.06810207967276649,0.0262013189953183
2021-04-30,0.052915267728123716,0.051810232444671644,0.06486455491441134,0.006715635751935567,0.03534458398091744,0.01857364388226701,0.04184317072869015,0.03928080121268418,0.06464374395017058,0.053822073326690534,0.08305342946157945,0.06452695563538735
2021-05-31,0.006557551712066401,-0.009234092210456124,0.0477348410775269,0.05712418102599304,0.031324348542454805,0.017678218804526358,-0.023378024453461155,0.01874209594469267,-0.03401306761388978,0.05081635236046078,0.011450297795652986,0.00949215171873341
2021-06-30,0.02243017034328254,0.06878186885941484,-0.03035532665382701,0.0423379872769003,-0.02294242987380679,-0.005495577284947317,-0.02213649769169035,0.022973856479604038,0.03462608736320272,-0.05261585513458633,0.03147528476718864,0.02949137467900842
2021-07-31,0.024415374414265223,0.038892501454532935,-0.004636422980143218,-0.0831616186815064,0.009470130749544392,0.022003498143270628,0.04333207223433,0.04918735690766862,0.010470168777086508,0.020765377410111308,0.04627663932028048,0.01764785194580809
2021-08-31,0.02977920652948085,0.03559169044058064,0.05150446743870574,-0.020055919184994053,0.011147062305173039,0.010489268305353239,0.03896002192724857,0.023178527091734846,0.017865930034893118,0.0189326179518583,0.027999624166118453,0.03907917658316373
2021-09-30,-0.046629654553611566,-0.05836657568759185,-0.01851639608615563,0.0892685358473404,-0.060856373534174946,-0.041417296073046894,-0.060930848361904766,-0.055164098119748206,-0.021496810912666753,-0.0719421615364152,-0.06253889911690835,-0.0627725075118507
2021-10-31,0.07018666117663197,0.08174723826897745,0.07274450485289252,0.10327289076581558,0.06797861300318608,0.035007299705032136,0.047428271304857716,0.051254237288135496,0.12096185589004782,0.07597597713928606,0.07581757911157316,0.00236953391608008
2021-11-30,-0.008047653836376623,0.044552291010842904,-0.057115950797552495,-0.05011224998453612,-0.035557544159987575,-0.013483812372347748,-0.017030442561613124,-0.03062192244368389,0.01640797559839524,-0.00552283961803357,-0.008995673704538798,-0.06139061062600859
2021-12-31,0.04625347755318776,0.03242703468730013,0.03352852260248795,0.029937504907866064,0.053862538879543065,0.10452865590589888,0.09696214759641042,0.09028294133761205,0.0014684504890729588,0.07580626670608748,0.10275302867992231,0.03280271108736721
2022-01-31,-0.05273970637885639,-0.06840032433684695,0.0002597760211144884,0.18774453651497347,-0.047886461294057936,-0.014784012342906716,-0.03255838385336518,-0.06856424982053133,-0.09532900660817878,-0.06798334909358905,-0.08628778126159986,-0.04800753994902507
2022-02-28,-0.029517621817554907,-0.04880323282561394,-0.013829480556919016,0.07069383384060424,-0.008465240448209399,-0.014082071001632945,-0.019059588562011176,-0.009711057503333342,-0.04066703288933371,-0.012669745341368222,-0.04795080018843223,-0.07438511725702579
2022-03-31,0.03761179842438023,0.03349019607843129,-0.001353621860203047,0.09339123949902395,0.0343548207244011,0.01774283697723078,0.10345798759155356,0.05742904061826293,0.044250547107981486,0.061153166331443964,0.07828161316095295,0.007337017289879011
2022-04-30,-0.08776982744461181,-0.11017935291290382,-0.09942564502858586,-0.01687636746855825,-0.07613489356697634,0.023058956207091086,-0.042975233435968097,-0.04890776341743441,-0.11956869920244118,-0.03539390959625133,-0.03559302411248988,-0.14131922283190512
2022-05-31,0.0022544740786201167,-0.006851359611092955,0.027818040731467875,0.16034677661801644,-0.0046251359164080075,-0.040828427870430506,0.043081334402170546,0.014888990350014897,-0.05120125305246537,0.011760068404893964,-0.05107430656806855,0.018963109616604745
2022-06-30,-0.08245364560139268,-0.0925589317150668,-0.10860813948519243,-0.17073551031318202,-0.07366929016375101,-0.023472765573277155,-0.04895762208369181,-0.02607760757013111,-0.1083315460058103,-0.13856242076976777,-0.06854879518626544,-0.09602223409227473
2022-07-31,0.09208860846760736,0.1345146840793665,0.07186072749238548,0.09662953752804482,0.0950310058790369,0.03200329082682041,0.05447241647241663,0.032436368191533616,0.1843898741189418,0.06154857274810399,0.0851701674758123,0.0386959773245561
2022-08-31,-0.04080066056769438,-0.062122465435385466,-0.019578551258770394,0.026524361159311338,-0.028335031887286033,-0.01852597500864772,0.005274459032676981,-0.05770076590581641,-0.044956612714628585,-0.034813735509830024,-0.05615732607567758,-0.03530242075266077
2022-09-30,-0.09244073552446264,-0.11965254513652135,-0.0766451440232846,-0.09554087333930283,-0.10425909446260406,-0.08134116205593434,-0.11282273812106747,-0.025357915999388303,-0.08206334375100699,-0.09302948954403423,-0.1317996171335163,-0.11748391697825322
2022-10-31,0.0812820884699057,0.07652803502273109,0.11923583662714088,0.24965287420161064,0.13894253983582794,0.09006443878315595,0.019386224081748615,0.09611097349516973,0.011091611091611275,0.08925158064990435,0.019994445987225662,0.006681979536437677
2022-11-30,0.05559430429324097,0.06326738093376094,0.0685697469099471,0.012777777777777777,0.07811340752517237,0.061176794061039264,0.0696283376343807,0.04723163841807909,0.014858015691175286,0.1170356371490282,0.06833650966512406,0.06845052893590542
2022-12-31,-0.057629556590155895,-0.08473080317740522,-0.05811071330212059,-0.04037301151947348,-0.03450648839952819,-0.03420132141469101,-0.004937425931033634,-0.022802474464105993,-0.11637134842991037,-0.061268882175226524,-0.0588685015290521,-0.06833624538924477
2023-01-31,0.06288782397881443,0.09257473481195766,0.06900584795321629,0.028123928203955817,0.03706343549536717,-0.010865191146881337,-0.019999999999999907,-0.018329039381670853,0.15128522762465146,0.08972708547888764,0.09910641754671001,0.14773911231506553
2023-02-28,-0.025148488223697862,0.004118858487790478,-0.02297592997811826,-0.06938730123429349,-0.00864015709376531,-0.023189585028478343,-0.05919797099467272,-0.04641571685662871,-0.02125084061869531,-0.03331364441819262,-0.05863513180586355,-0.028685548293391427
2023-03-31,0.037082245651659074,0.10613829475534708,-0.09994400895856659,-0.010276018640219875,0.0020798256907992307,0.037206719422462786,0.049052159319167066,0.018007391680427753,0.02748385323622382,-0.014297934742759422,-0.02172206228735929,0.08355140186915877
2023-04-30,0.015975908149821194,-0.0011919740414541025,0.03172628304821168,0.027767717010744875,-0.01166238387033014,0.03654129299959852,0.01905928628452558,0.03143828209485555,-0.011234452320449284,-0.0013637490701711164,0.009898341359015461,0.033293082628945925
2023-05-31,0.0046141571629354505,0.08917324139759986,-0.04250829062405792,-0.10031716198754836,-0.031500000000000083,-0.06159607438016523,-0.05871364005099078,-0.042687036620984053,0.02536182875693216,-0.06865301055245188,-0.04529801324503313,0.03906510851419043
2023-06-30,0.06480309017012154,0.05831507182858542,0.06139798488664994,0.05979892936414677,0.10810531750129071,0.02064125498830327,0.015955953688336688,0.038332159899866936,0.1200448519226962,0.1046387629965344,0.045782463928967676,0.045629820051413805
2023-07-31,0.03273411612575483,0.02582537673990548,0.04805695639276175,0.07773808057163989,0.02888557584793161,0.02130241337467975,0.02491044551839794,0.010698410306637651,0.023143513338437227,0.03439121515626886,0.013266118333775445,0.057006760909649845
2023-08-31,-0.01625298217292248,-0.015082702551163396,-0.026889329181998156,0.016460905349794164,-0.01983336352110121,-0.03947194719471936,-0.06128037533461339,-0.007007081625046596,-0.017439852653390098,-0.0330144657022865,-0.03063629222309494,-0.015409216455880226
2023-09-30,-0.04743256389042938,-0.06677672776955479,-0.03519488074461896,0.01653171390013486,-0.06329113924050644,-0.054288070368334274,-0.05643193387108425,-0.03355603933638618,-0.0569972467928066,-0.05235854747255397,-0.07968665586169643,-0.03189133323490345
2023-10-31,-0.02171065346704748,0.00048801317635560615,-0.024419656315948224,-0.05752848766456464,-0.029788913000591832,-0.013806132829530582,0.01290044692359582,-0.03262389311791214,-0.05516213194185615,-0.031699554423933685,-0.028470795421191686,-0.012963245386609645
2023-11-30,0.09134301128769473,0.12895555149076277,0.10939431396786148,-0.00716046484329147,0.08834892232614888,0.041261420571765406,0.05143132269293549,0.054360044965472865,0.10966469428007897,0.08348672100972898,0.12477341389728092,0.07802843016069216
2023-12-31,0.04565598775295854,0.039533376539209186,0.047353760445682624,-0.008749113265547392,0.0648295189163941,0.019388621568072528,0.018589205793187347,0.0386109207219556,0.05942647233084486,0.037980827569469744,0.07601396723072806,0.04142181453346705
2024-01-31,0.015924887365244222,0.027015793848711667,0.030851063829787195,-0.0051288167938932094,-0.009649969295552174,0.01235596279328055,-0.02968427235631621,0.029329813755682554,-0.044125048934623434,-0.03892915595043267,-0.04817773339990017,0.044315992292870865
2024-02-29,0.05218845656221416,0.047045730473492364,0.040763673890608976,0.03272988850257774,0.07183984409602262,0.020981897970378416,0.01057848556533858,0.031628437099301854,0.07892581324596315,0.06507724121153147,0.025701547338053965,0.04586188719030049
2024-03-31,0.032702712429670155,0.006232486230553835,0.04412493802677231,0.09600650104481079,0.040991735537190044,0.025654801880456546,0.06589028603937108,0.020093909680983346,-0.0028198036982810537,0.0608725445408862,0.010738941447200334,0.028981854838709742
2024-04-30,-0.04032155013184957,-0.057617515724780355,-0.04178537511870839,-0.009426967482258242,-0.03524928548745632,-0.011262441068622286,0.016603770030642506,-0.050091382928315054,-0.04497253793028433,-0.04586069544622673,-0.08449279028585888,-0.04653441097232425
2024-05-31,0.050579818912506624,0.07076985784888157,0.031714568880079286,-0.0034217279726260763,0.01637590520079013,0.02437086092715246,0.08960146757030962,0.024014822204802888,0.0019929393007629415,0.03272029786753938,0.0513954130975407,0.06935525301823797
2024-06-30,0.03528035902546933,0.07646555005709943,-0.012728146013448627,-0.021995708154506355,-0.013278277062585997,-0.009826739074217827,-0.0554258836467425,0.014265831593597955,0.03654031937262037,-0.035179722495356724,0.009461235216819963,0.028825366322363655
2024-07-31,0.012108733758103618,-0.03284268222605302,0.0639747020189736,0.02260010970927029,0.04915073438910311,0.01658396448158772,0.06824132017637963,0.02662092624356771,0.027905701754386003,0.04336994677839434,0.07237698516011459,0.0015176278309596558
2024-08-31,0.02336692672681595,0.006992687385740437,0.04572473708276181,-0.020705932839824026,0.02815579540122015,0.05985870263326931,0.04808420212892939,0.05059145893203221,-0.0019734385833911627,0.023225526372910865,0.05729546006312214,0.017834246415666
2024-09-30,0.021003128620881606,0.02464485090545998,-0.009182334936598147,-0.0381244522348817,0.03027536893351579,0.005938674100109065,0.06603666127517127,-0.020229007633587703,0.0708101752885848,0.02227407721680086,0.025717566016073556,0.03527256069628959
2024-10-31,-0.008922667293434161,-0.01559177888022667,0.02559576345984116,0.008997722095672067,-0.011887182516243211,-0.03469879518072283,-0.010770367912147472,-0.046422542526944555,-0.017367869441533235,-0.031023033824444823,-0.03290799194089988,0.01814159292035389
2024-11-30,0.05963180976719973,0.051700863930885355,0.10456110154905351,0.07833841291342125,0.07591720839871474,0.03869196205691461,0.037792840187661714,0.0036767209096479903,0.12905683376504662,0.01488382053753079,0.04166666666666652,0.06910039113428934
2024-12-31,-0.024059339132293744,-0.005176913532708549,-0.058628749513050304,-0.10331832932063234,-0.08493645392041127,-0.05539533765921656,-0.07974149278366671,-0.06675259480360896,0.009221772379667037,-0.11225997045790248,-0.09622222222222221,-0.016158536585365924
2025-01-31,0.02685672136814743,-0.007354206089798754,0.06496999793089175,0.023114639271538673,0.0500151791135397,0.004706780307848879,0.02893429044726692,0.06760194809914966,0.03485625139291293,0.05526503446636566,0.018441111384312814,0.0575353785765933
2025-02-28,-0.01269632809791732,-0.022875958580650724,0.013794443365066966,0.03833865814696491,-0.014600650524033143,0.051911876424411085,0.01720653139551853,0.014026009396064465,-0.06981952879355635,-0.00033787588692424375,0.041767262192177634,-0.003711662434069063
2025-03-31,-0.05571929682409471,-0.08446769831064604,-0.045419701034879245,0.02692307692307705,-0.03858285043644116,-0.016971593644679817,0.002393795201476756,-0.01960652655610029,-0.08566401185404704,-0.03132041460117174,-0.030127462340671984,-0.05441176470588227
2025-04-30,-0.0086701585655804,0.016902363425029154,-0.0210801043967076,-0.13857677902621723,0.0011444266422522276,0.00195910371005259,0.0006341154090045986,-0.03794260667077587,-0.0010128633647321639,-0.024307978599674374,-0.0131421744324971,-0.010471747019180966
2025-05-31,0.06284488044144698,0.09972853264752102,0.0451189499589828,0.01279503105590063,0.08840115836000595,0.012220457045093447,0.03827629911280095,-0.05574143945326415,0.08384872756767736,0.02920491119322932,0.010411622276029098,0.06244761106454333
2025-06-30,0.03814112896384403,0.08730674288683904,0.01628728414442704,0.05176008831105117,0.017644587592774208,-0.03211396836894842,-0.0091552734375,0.011911942098914441,0.00565949485500461,0.01667824878387769,-0.018212317277737755,0.04960552268244567
